-11.700,-5.000,0.0,5.000,10.000,16.300,22.500
0.0,-10.000
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-5.000
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5.000
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10.000
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,15.000
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20.000
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,25.000
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.250,-10.000
-0.03220,-0.01374,0.0,0.01370,0.02734,0.04460,0.07900
0.01360,0.00442,0.0,0.0,0.0,0.0,0.0
0.01470,0.00670,0.0,-0.00990,-0.02000,-0.03110,-0.03830
0.250,-5.000
-0.03220,-0.01377,0.0,0.01377,0.02755,0.04497,0.07860
0.00959,0.00306,0.0,-0.00116,-0.00083,0.00072,0.00330
0.01530,0.00690,0.0,-0.00940,-0.01930,-0.03100,-0.04050
0.250,0.0
-0.03220,-0.01379,0.0,0.01380,0.02761,0.04520,0.07780
0.00590,0.00170,0.0,-0.00054,0.00013,0.00300,0.00820
0.01580,0.00710,0.0,-0.00900,-0.01860,-0.03100,-0.04240
0.250,5.000
-0.03220,-0.01379,0.0,0.01380,0.02761,0.04520,0.07669
0.00242,0.00025,0.0,0.00079,0.00268,0.00737,0.01499
0.01700,0.00820,0.0,-0.00924,-0.01860,-0.03050,-0.04500
0.250,10.000
-0.03220,-0.01379,0.0,0.01380,0.02761,0.04520,0.07500
-0.00050,-0.00106,0.0,0.00211,0.00536,0.01220,0.02280
0.01900,0.00800,0.0,-0.00880,-0.01800,-0.03070,-0.04530
0.250,15.000
-0.03220,-0.01379,0.0,0.01380,0.02761,0.04520,0.07145
0.00005,-0.00126,0.0,0.00294,0.00769,0.01735,0.03160
0.01810,0.00820,0.0,-0.00970,-0.01900,-0.03090,-0.04500
0.250,20.000
-0.03220,-0.01379,0.0,0.01380,0.02761,0.04520,0.06790
0.00060,-0.00146,0.0,0.00379,0.01004,0.02250,0.04040
0.01900,0.00850,0.0,-0.00900,-0.01820,-0.03040,-0.04200
0.250,25.000
-0.03220,-0.01379,0.0,0.01380,0.02761,0.04520,0.06790
0.00060,-0.00146,0.0,0.00379,0.01004,0.02250,0.04040
0.01900,0.00850,0.0,-0.00900,-0.01820,-0.03040,-0.04200
0.400,-10.000
-0.03220,-0.01374,0.0,0.01370,0.02734,0.04460,0.07900
0.01360,0.00442,0.0,0.0,0.0,0.0,0.0
0.01490,0.00710,0.0,-0.00970,-0.01950,-0.03100,-0.04010
0.400,-5.000
-0.03220,-0.01377,0.0,0.01377,0.02755,0.04497,0.07860
0.00959,0.00306,0.0,-0.00116,-0.00083,0.00072,0.00330
0.01550,0.00730,0.0,-0.00930,-0.01880,-0.03110,-0.04230
0.400,0.0
-0.03220,-0.01379,0.0,0.01380,0.02761,0.04520,0.07780
0.00590,0.00170,0.0,-0.00054,0.00013,0.00300,0.00820
0.01600,0.00750,0.0,-0.00890,-0.01810,-0.03110,-0.04420
0.400,5.000
-0.03220,-0.01379,0.0,0.01380,0.02761,0.04520,0.07669
0.00242,0.00025,0.0,0.00079,0.00268,0.00737,0.01499
0.01720,0.00750,0.0,-0.00924,-0.01880,-0.03130,-0.04660
0.400,10.000
-0.03220,-0.01379,0.0,0.01380,0.02761,0.04520,0.07500
-0.00050,-0.00106,0.0,0.00211,0.00536,0.01220,0.02280
0.01900,0.00867,0.0,-0.00925,-0.01890,-0.03170,-0.04600
0.400,15.000
-0.03220,-0.01379,0.0,0.01380,0.02761,0.04520,0.07145
0.00005,-0.00126,0.0,0.00294,0.00769,0.01735,0.03160
0.01900,0.00860,0.0,-0.00947,-0.01910,-0.03190,-0.04610
0.400,20.000
-0.03220,-0.01379,0.0,0.01380,0.02761,0.04520,0.06790
0.00060,-0.00146,0.0,0.00379,0.01004,0.02250,0.04040
0.02000,0.00890,0.0,-0.0910,-0.01870,-0.03100,-0.04310
0.400,25.000
-0.03220,-0.01379,0.0,0.01380,0.02761,0.04520,0.06790
0.00060,-0.00146,0.0,0.00379,0.01004,0.02250,0.04040
0.02000,0.00890,0.0,-0.00910,-0.01870,-0.03100,-0.04310
0.600,-10.000
-0.01990,-0.01043,0.0,0.01574,0.03260,0.05400,0.07530
0.00900,0.00293,0.0,0.0,0.0,0.0,0.0
0.01800,0.00835,0.0,-0.00942,-0.01983,-0.03400,-0.04900
0.600,-5.000
-0.01994,-0.01042,0.0,0.01520,0.03202,0.05359,0.07525
0.00725,0.00230,0.0,-0.00123,-0.00133,0.00081,0.00580
0.01814,0.00840,0.0,-0.00946,-0.01988,-0.03406,-0.04905
0.600,0.0
-0.02267,-0.01112,0.0,0.01455,0.03053,0.05111,0.07182
0.00563,0.00144,0.0,-0.00008,0.00126,0.00530,0.01202
0.01790,0.00831,0.0,-0.00942,-0.01983,-0.03394,-0.04880
0.600,5.000
-0.02400,-0.01150,0.0,0.01358,0.02902,0.05044,0.07345
0.00344,0.00038,0.0,0.00116,0.00392,0.01004,0.01913
0.01896,0.00872,0.0,-0.00969,-0.02030,-0.03487,-0.05045
0.600,10.000
-0.02476,-0.01172,0.0,0.01433,0.02992,0.05003,0.07028
0.00026,-0.00099,0.0,0.00268,0.00702,0.01464,0.02441
