-40.000,-35.000,-30.000,-25.000,-20.000,-15.000,-10.000,-5.000,0.000,5.000,10.000,15.000,20.000
0.0,-10.000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-5.000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5.000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10.000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,15.000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20.000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,25.000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.250,-10.000
-0.41900,-0.39700,-0.37800,-0.36300,-0.34900,-0.29500,-0.20700,-0.10000,0.0,0.09600,0.19400,0.28400,0.38700
0.15260,0.13560,0.11870,0.09880,0.07890,0.05670,0.03450,0.01730,0.0,-0.00950,-0.01910,-0.02000,-0.01650
0.18130,0.18280,0.17970,0.17570,0.16910,0.13970,0.09420,0.04810,0.0,-0.04300,-0.08750,-0.12950,-0.17300
0.250,-5.000
-0.41300,-0.39500,-0.37400,-0.35400,-0.33100,-0.29500,-0.20800,-0.09800,0.0,0.09300,0.18900,0.28000,0.38200
0.11340,0.09800,0.08300,0.06700,0.04900,0.03400,0.01900,0.00800,0.0,-0.00400,-0.00200,0.00400,0.01500
0.18430,0.18680,0.18480,0.18030,0.17220,0.14000,0.09500,0.04910,0.0,-0.04410,-0.09220,-0.13870,-0.18430
0.250,0.0
-0.39900,-0.39100,-0.37800,-0.36300,-0.34100,-0.28800,-0.19000,-0.10000,0.0,0.09500,0.18800,0.28800,0.38200
0.07960,0.06700,0.05400,0.04100,0.02800,0.01700,0.00700,0.00200,0.0,0.00400,0.01200,0.02300,0.04200
0.16800,0.16600,0.16400,0.16200,0.15800,0.13500,0.09000,0.04600,0.0,-0.04410,-0.08900,-0.13500,-0.18000
0.250,5.000
-0.38900,-0.38700,-0.38300,-0.37200,-0.35300,-0.29400,-0.19800,-0.09800,0.0,0.08800,0.18400,0.27500,0.36900
0.04990,0.03900,0.02800,0.01700,0.00500,-0.00400,-0.00900,-0.00700,0.0,0.00900,0.02300,0.04200,0.07000
0.16100,0.16200,0.16510,0.16500,0.16100,0.13300,0.09370,0.04500,0.0,-0.04510,-0.08960,-0.13570,-0.17970
0.250,10.000
-0.40900,-0.40100,-0.39200,-0.38300,-0.36900,-0.29300,-0.19700,-0.09800,0.0,0.08800,0.18400,0.27500,0.36900
0.01760,0.00800,-0.00200,-0.01100,-0.01900,-0.02400,-0.02400,-0.01400,0.0,0.01300,0.03600,0.06400,0.10600
0.16400,0.16600,0.16800,0.16900,0.16800,0.13800,0.09600,0.04660,0.0,-0.04510,-0.09220,-0.13870,-0.18430
0.250,15.000
-0.43000,-0.42800,-0.42200,-0.40900,-0.38400,-0.28600,-0.19200,-0.09800,0.0,0.08800,0.18400,0.27500,0.36900
-0.02620,-0.03100,-0.03500,-0.04100,-0.04600,-0.04600,-0.03700,-0.01800,0.0,0.02000,0.05100,0.09000,0.14100
0.17270,0.18380,0.19240,0.19540,0.18030,0.14430,0.09700,0.04760,0.0,-0.04500,-0.09470,-0.14100,-0.19040
0.250,20.000
-0.47500,-0.49000,-0.48800,-0.49000,-0.40000,-0.29700,-0.19700,-0.10000,0.0,0.08500,0.17400,0.26300,0.35200
-0.08370,-0.10440,-0.11700,-0.12200,-0.11630,-0.09840,-0.07240,-0.04230,0.0,0.03970,0.08400,0.13240,0.18530
0.19590,0.21010,0.21920,0.21670,0.18580,0.14380,0.09570,0.04760,0.0,-0.05010,-0.09920,-0.14580,-0.19440
0.250,25.000
-0.51000,-0.51500,-0.50600,-0.43600,-0.36300,-0.28700,-0.19000,-0.10000,0.0,0.07200,0.15000,0.22900,0.31000
-0.13910,-0.15370,-0.15460,-0.14380,-0.12540,-0.10550,-0.08300,-0.04230,0.0,0.04230,0.09110,0.14920,0.20820
0.22280,0.23390,0.23140,0.20810,0.17720,0.13400,0.09000,0.04510,0.0,-0.04150,-0.08660,-0.12860,-0.17420
0.400,-10.000
-0.41900,-0.39700,-0.37800,-0.36300,-0.34900,-0.29500,-0.20700,-0.10000,0.0,0.09600,0.19400,0.28400,0.38700
0.15260,0.13560,0.11870,0.09880,0.07890,0.05670,0.03450,0.01730,0.0,-0.00950,-0.01910,-0.02000,-0.01650
0.18130,0.18280,0.17970,0.17570,0.16910,0.13970,0.09420,0.04810,0.0,-0.04300,-0.08750,-0.12950,-0.17300
0.400,-5.000
-0.41300,-0.39500,-0.37400,-0.35400,-0.33100,-0.29500,-0.20800,-0.09800,0.0,0.09300,0.18900,0.28000,0.38200
0.11340,0.09800,0.08300,0.06700,0.04900,0.03400,0.01900,0.00800,0.0,-0.00400,-0.00200,0.00400,0.01500
0.18430,0.18680,0.18480,0.18030,0.17220,0.14000,0.09500,0.04910,0.0,-0.04410,-0.09220,-0.13870,-0.18430
0.400,0.0
-0.39900,-0.39100,-0.37800,-0.36300,-0.34100,-0.28800,-0.19000,-0.10000,0.0,0.09500,0.18800,0.28800,0.38200
0.07960,0.06700,0.05400,0.04100,0.02800,0.01700,0.00700,0.00200,0.0,0.00400,0.01200,0.02300,0.04200
0.16800,0.16600,0.16400,0.16200,0.15800,0.13500,0.09000,0.04600,0.0,-0.04410,-0.08900,-0.13500,-0.18000
0.400,5.000
-0.38900,-0.38700,-0.38300,-0.37200,-0.35300,-0.29400,-0.19800,-0.09800,0.0,0.08800,0.18400,0.27500,0.36900
0.04990,0.03900,0.02800,0.01700,0.00500,-0.00400,-0.00900,-0.00700,0.0,0.00900,0.02300,0.04200,0.07000
0.16100,0.16200,0.16510,0.16500,0.16100,0.13300,0.09370,0.04500,0.0,-0.04510,-0.08960,-0.13570,-0.17970
0.400,10.000
-0.40900,-0.40100,-0.39200,-0.38300,-0.36900,-0.29300,-0.19700,-0.09800,0.0,0.08800,0.18400,0.27500,0.36900
0.01760,0.00800,-0.00200,-0.01100,-0.01900,-0.02400,-0.02400,-0.01400,0.0,0.01300,0.03600,0.06400,0.10600
0.16400,0.16600,0.16800,0.16900,0.16800,0.13800,0.09600,0.04660,0.0,-0.04510,-0.09220,-0.13870,-0.18430
0.400,15.000
-0.43000,-0.42800,-0.42200,-0.40900,-0.38400,-0.28600,-0.19200,-0.09800,0.0,0.08800,0.18400,0.27500,0.36900
-0.02620,-0.03100,-0.03500,-0.04100,-0.04600,-0.04600,-0.03700,-0.01800,0.0,0.02000,0.05100,0.09000,0.14100
0.17270,0.18380,0.19240,0.19540,0.18030,0.14430,0.09700,0.04760,0.0,-0.04500,-0.09470,-0.14100,-0.19040
0.400,20.000
-0.47500,-0.49000,-0.48800,-0.49000,-0.40000,-0.29700,-0.19700,-0.10000,0.0,0.08500,0.17400,0.26300,0.35200
-0.08370,-0.10440,-0.11700,-0.12200,-0.11630,-0.09840,-0.07240,-0.04230,0.0,0.03970,0.08400,0.13240,0.18530
0.19590,0.21010,0.21920,0.21670,0.18580,0.14380,0.09570,0.04760,0.0,-0.05010,-0.09920,-0.14580,-0.19440
0.400,25.000
-0.51000,-0.51500,-0.50600,-0.43600,-0.36300,-0.28700,-0.19000,-0.10000,0.0,0.07200,0.15000,0.22900,0.31000
-0.13910,-0.15370,-0.15460,-0.14380,-0.12540,-0.10550,-0.08300,-0.04230,0.0,0.04230,0.09110,0.14920,0.20820
0.22280,0.23390,0.23140,0.20810,0.17720,0.13400,0.09000,0.04510,0.0,-0.04150,-0.08660,-0.12860,-0.17420
0.600,-10.000
-0.43500,-0.42200,-0.40300,-0.37500,-0.33100,-0.27700,-0.19500,-0.09600,0.0,0.08300,0.17500,0.26000,0.34900
0.17170,0.14710,0.12260,0.09830,0.07400,0.04800,0.02700,0.01100,0.0,-0.00780,-0.01150,-0.01350,-0.01400
0.16140,0.16700,0.16950,0.16750,0.15890,0.13860,0.09750,0.04870,0.0,-0.04370,-0.09240,-0.13550,-0.15990
0.600,-5.000
-0.37200,-0.36700,-0.35600,-0.34200,-0.31000,-0.26300,-0.19000,-0.09600,0.0,0.09500,0.18200,0.26700,0.34500
0.14020,0.11800,0.09600,0.07900,0.06200,0.04200,0.02400,0.01000,0.0,-0.00400,-0.00200,0.00600,0.01600
0.16610,0.17190,0.17150,0.16550,0.15330,0.13150,0.09650,0.05000,0.0,-0.04800,-0.09550,-0.14300,-0.17900
0.600,0.0
-0.34200,-0.34000,-0.33600,-0.33000,-0.30600,-0.26100,-0.18600,-0.09500,0.0,0.09000,0.18300,0.26500,0.34400
0.09560,0.07800,0.06100,0.04800,0.03800,0.02200,0.01000,0.00250,0.0,0.00400,0.01300,0.02600,0.04300
0.15350,0.15580,0.15500,0.15300,0.14700,0.12900,0.09350,0.04750,0.0,-0.04700,-0.09450,-0.14000,-0.18100
0.600,5.000
-0.35000,-0.35200,-0.34500,-0.33300,-0.31500,-0.27000,-0.19100,-0.09400,0.0,0.09300,0.18700,0.27500,0.35600
0.06100,0.04900,0.03600,0.02450,0.01400,0.00380,-0.00400,-0.00500,0.0,0.01100,0.02800,0.04950,0.07200
0.15100,0.15210,0.15300,0.15300,0.14700,0.12950,0.09400,0.04800,0.0,-0.04800,-0.09700,-0.14700,-0.18600
0.600,10.000
-0.37200,-0.37400,-0.36700,-0.35400,-0.33500,-0.28600,-0.19500,-0.09800,0.0,0.09600,0.20000,0.29600,0.38500
