0.0,7.500,15.000,25.000,35.000,45.000,55.000,70.000,87.200
0.0,-10.000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-5.000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5.000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10.000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,15.000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20.000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,25.000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.250,-10.000
0.00315,0.00330,0.00339,0.00340,0.00317,0.00293,0.00270,0.00236,0.00199
-0.00154,-0.00158,-0.00162,-0.00161,-0.00150,-0.00139,-0.00127,-0.00109,-0.00088
0.00088,0.00093,0.00097,0.00099,0.00099,0.00095,0.00089,0.00074,0.00048
0.250,-5.000
0.00310,0.00324,0.00330,0.00330,0.00311,0.00288,0.00265,0.00229,0.00185
-0.00153,-0.00155,-0.00156,-0.00154,-0.00146,-0.00136,-0.00125,-0.00108,-0.00085
0.00086,0.00090,0.00093,0.00095,0.00094,0.00090,0.00084,0.00069,0.00044
0.250,0.0
0.00300,0.00312,0.00320,0.00320,0.00302,0.00279,0.00255,0.00217,0.00170
-0.00151,-0.00150,-0.00150,-0.00146,-0.00139,-0.00130,-0.00120,-0.00103,-0.00079
0.00083,0.00086,0.00090,0.00091,0.00090,0.00086,0.00080,0.00065,0.00040
0.250,5.000
0.00290,0.00305,0.00311,0.00310,0.00285,0.00258,0.00232,0.00195,0.00155
-0.00144,-0.00144,-0.00142,-0.00138,-0.00131,-0.00121,-0.00110,-0.00092,-0.00068
0.00080,0.00083,0.00085,0.00086,0.00084,0.00080,0.00074,0.00060,0.00036
0.250,10.000
0.00275,0.00291,0.00301,0.00300,0.00271,0.00235,0.00205,0.00169,0.00138
-0.00136,-0.00136,-0.00135,-0.00131,-0.00124,-0.00114,-0.00102,-0.00082,-0.00054
0.00076,0.00079,0.00081,0.00081,0.00079,0.00075,0.00068,0.00054,0.00032
0.250,15.000
0.00262,0.00280,0.00291,0.00291,0.00262,0.00229,0.00200,0.00162,0.00125
-0.00132,-0.00133,-0.00133,-0.00129,-0.00120,-0.00109,-0.00096,-0.00075,-0.00047
0.00073,0.00075,0.00077,0.00077,0.00075,0.00070,0.00063,0.00049,0.00028
0.250,20.000
0.00260,0.00277,0.00289,0.00290,0.00262,0.00233,0.00205,0.00165,0.00120
-0.00130,-0.00132,-0.00133,-0.00130,-0.00121,-0.00109,-0.00096,-0.00074,-0.00045
